,id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince
7,8478013,https://assets.nhle.com/mugs/nhl/20232024/DET/8478013.png,{'default': 'Jake'},{'default': 'Walman'},96.0,D,L,73,218,185,99,1996-02-20,{'default': 'Toronto'},CAN,{'default': 'Ontario'}
0,8478416,https://assets.nhle.com/mugs/nhl/20232024/TBL/8478416.png,{'default': 'Erik'},"{'default': 'Cernak', 'cs': 'Černák', 'sk': 'Černák'}",81.0,D,R,75,230,191,104,1997-05-28,"{'default': 'Kosice', 'cs': 'Košice', 'fi': 'Košice', 'sk': 'Košice'}",SVK,
1,8481719,https://assets.nhle.com/mugs/nhl/20232024/TBL/8481719.png,{'default': 'Maxwell'},{'default': 'Crozier'},65.0,D,R,73,197,185,89,2000-04-19,{'default': 'Calgary'},CAN,{'default': 'Alberta'}
2,8475177,https://assets.nhle.com/mugs/nhl/20232024/TBL/8475177.png,{'default': 'Calvin'},{'default': 'de Haan'},44.0,D,L,73,192,185,87,1991-05-09,{'default': 'Carp'},CAN,{'default': 'Ontario'}
3,8477938,https://assets.nhle.com/mugs/nhl/20232024/TBL/8477938.png,{'default': 'Haydn'},{'default': 'Fleury'},7.0,D,L,76,207,193,94,1996-07-08,{'default': 'Carlyle'},CAN,{'default': 'Saskatchewan'}
4,8475167,https://assets.nhle.com/mugs/nhl/20232024/TBL/8475167.png,{'default': 'Victor'},{'default': 'Hedman'},77.0,D,L,79,246,201,112,1990-12-18,"{'default': 'Ornskoldsvik', 'sv': 'Örnsköldsvik'}",SWE,
5,8482929,https://assets.nhle.com/mugs/nhl/20232024/TBL/8482929.png,{'default': 'Emil'},{'default': 'Martinsen Lilleberg'},78.0,D,L,74,202,188,92,2001-02-02,{'default': 'Sarpsborg'},NOR,
6,8480246,https://assets.nhle.com/mugs/nhl/20232024/TBL/8480246.png,"{'default': 'Nick', 'cs': 'Nicklaus', 'de': 'Nicklaus', 'es': 'Nicklaus', 'fi': 'Nicklaus', 'sk': 'Nicklaus', 'sv': 'Nicklaus'}",{'default': 'Perbix'},48.0,D,R,75,202,191,92,1998-06-15,{'default': 'Elk River'},USA,{'default': 'Minnesota'}
7,8478178,https://assets.nhle.com/mugs/nhl/20232024/TBL/8478178.png,{'default': 'Darren'},{'default': 'Raddysh'},43.0,D,R,73,195,185,88,1996-02-28,{'default': 'Toronto'},CAN,{'default': 'Ontario'}
8,8479410,https://assets.nhle.com/mugs/nhl/20232024/TBL/8479410.png,"{'default': 'Mikhail', 'cs': 'Michail', 'fi': 'Mihail', 'sk': 'Michail'}","{'default': 'Sergachev', 'cs': 'Sergačov', 'fi': 'Sergatshov', 'sk': 'Sergačov'}",98.0,D,L,75,211,191,96,1998-06-25,"{'default': 'Nizhnekamsk', 'cs': 'Nižněkamsk', 'fi': 'Nižnekamsk', 'sk': 'Nižněkamsk', 'sv': 'Nizhnekampsk'}",RUS,
0,8480823,https://assets.nhle.com/mugs/nhl/20232024/WSH/8480823.png,"{'default': 'Alexander', 'cs': 'Alexandr', 'sk': 'Alexandr'}","{'default': 'Alexeyev', 'cs': 'Alexejev', 'sk': 'Alexejev'}",27.0,D,L,76,213,193,97,1999-11-15,"{'default': 'St. Petersburg', 'cs': 'Petrohrad', 'fi': 'Pietari', 'fr': 'Saint-Pétersbourg', 'sk': 'Petrohrad'}",RUS,
1,8478451,https://assets.nhle.com/mugs/nhl/20232024/WSH/8478451.png,{'default': 'Ethan'},{'default': 'Bear'},25.0,D,R,71,197,180,89,1997-06-26,{'default': 'Regina'},CAN,{'default': 'Saskatchewan'}
2,8474590,https://assets.nhle.com/mugs/nhl/20232024/WSH/8474590.png,{'default': 'John'},{'default': 'Carlson'},74.0,D,R,75,215,191,98,1990-01-10,{'default': 'Natick'},USA,{'default': 'Massachusetts'}
3,8476441,https://assets.nhle.com/mugs/nhl/20232024/WSH/8476441.png,{'default': 'Joel'},{'default': 'Edmundson'},6.0,D,L,77,221,196,100,1993-06-28,{'default': 'Brandon'},CAN,{'default': 'Manitoba'}
4,8480796,https://assets.nhle.com/mugs/nhl/20232024/WSH/8480796.png,{'default': 'Martin'},"{'default': 'Fehervary', 'cs': 'Fehérváry', 'sk': 'Fehérváry'}",42.0,D,L,74,199,188,90,1999-10-06,{'default': 'Bratislava'},SVK,
5,8475324,https://assets.nhle.com/mugs/nhl/20232024/WSH/8475324.png,{'default': 'Nick'},{'default': 'Jensen'},3.0,D,R,73,205,185,93,1990-09-21,{'default': 'Rogers'},USA,{'default': 'Minnesota'}
6,8480873,https://assets.nhle.com/mugs/nhl/20232024/WSH/8480873.png,{'default': 'Rasmus'},{'default': 'Sandin'},38.0,D,L,71,182,180,83,2000-03-07,{'default': 'Uppsala'},SWE,
7,8477845,https://assets.nhle.com/mugs/nhl/20232024/WSH/8477845.png,{'default': 'Trevor'},{'default': 'van Riemsdyk'},57.0,D,R,75,191,191,87,1991-07-24,{'default': 'Middletown'},USA,{'default': 'New Jersey'}
0,8482087,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482087.png,{'default': 'Kaiden'},{'default': 'Guhle'},21.0,D,L,75,201,191,91,2002-01-18,{'default': 'Edmonton'},CAN,{'default': 'Alberta'}
1,8480887,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480887.png,{'default': 'Jordan'},{'default': 'Harris'},54.0,D,L,71,189,180,86,2000-07-07,{'default': 'Haverhill'},USA,{'default': 'Massachusetts'}
2,8480192,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480192.png,{'default': 'Johnathan'},{'default': 'Kovacevic'},26.0,D,R,77,223,196,101,1997-07-12,{'default': 'Hamilton'},CAN,{'default': 'Ontario'}
3,8476875,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,{'default': 'Mike'},{'default': 'Matheson'},8.0,D,L,74,196,188,89,1994-02-27,{'default': 'Pointe-Claire'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
4,8475233,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475233.png,{'default': 'David'},{'default': 'Savard'},58.0,D,R,73,238,185,108,1990-10-22,{'default': 'St-Hyacinthe'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
5,8481593,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481593.png,{'default': 'Jayden'},{'default': 'Struble'},47.0,D,L,72,202,183,92,2001-09-08,{'default': 'Cumberland'},USA,{'default': 'Rhode Island'}
6,8482964,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482964.png,{'default': 'Arber'},{'default': 'Xhekaj'},72.0,D,L,76,240,193,109,2001-01-30,{'default': 'Hamilton'},CAN,{'default': 'Ontario'}
0,8474567,https://assets.nhle.com/mugs/nhl/20232024/MIN/8474567.png,{'default': 'Zach'},{'default': 'Bogosian'},24.0,D,R,75,231,191,105,1990-07-15,{'default': 'Massena'},USA,{'default': 'New York'}
1,8476463,https://assets.nhle.com/mugs/nhl/20232024/MIN/8476463.png,{'default': 'Jonas'},{'default': 'Brodin'},25.0,D,L,74,196,188,89,1993-07-12,{'default': 'Karlstad'},SWE,
2,8482122,https://assets.nhle.com/mugs/nhl/20232024/MIN/8482122.png,{'default': 'Brock'},{'default': 'Faber'},7.0,D,R,73,200,185,91,2002-08-22,{'default': 'Maple Grove'},USA,{'default': 'Minnesota'}
3,8471274,https://assets.nhle.com/mugs/nhl/20232024/MIN/8471274.png,{'default': 'Alex'},{'default': 'Goligoski'},33.0,D,L,71,173,180,78,1985-07-30,{'default': 'Grand Rapids'},USA,{'default': 'Minnesota'}
4,8477541,https://assets.nhle.com/mugs/nhl/20232024/MIN/8477541.png,{'default': 'Dakota'},{'default': 'Mermis'},6.0,D,L,72,195,183,88,1994-01-05,{'default': 'Alton'},USA,{'default': 'Illinois'}
5,8475750,https://assets.nhle.com/mugs/nhl/20232024/MIN/8475750.png,{'default': 'Jon'},{'default': 'Merrill'},4.0,D,L,75,204,191,93,1992-02-03,{'default': 'Oklahoma City'},USA,{'default': 'Oklahoma'}
6,8478136,https://assets.nhle.com/mugs/nhl/20232024/MIN/8478136.png,"{'default': 'Jake', 'cs': 'Jacob', 'de': 'Jacob', 'es': 'Jacob', 'fi': 'Jacob', 'sk': 'Jacob', 'sv': 'Jacob'}",{'default': 'Middleton'},5.0,D,L,75,219,191,99,1996-01-02,{'default': 'Wainwright'},CAN,{'default': 'Alberta'}
7,8474716,https://assets.nhle.com/mugs/nhl/20232024/MIN/8474716.png,{'default': 'Jared'},{'default': 'Spurgeon'},46.0,D,R,69,166,175,75,1989-11-29,{'default': 'Edmonton'},CAN,{'default': 'Alberta'}
0,8480879,https://assets.nhle.com/mugs/nhl/20232024/OTT/8480879.png,{'default': 'Jacob'},{'default': 'Bernard-Docker'},24.0,D,R,72,190,183,86,2000-06-30,{'default': 'Canmore'},CAN,{'default': 'Alberta'}
1,8480073,https://assets.nhle.com/mugs/nhl/20232024/OTT/8480073.png,{'default': 'Erik'},"{'default': 'Brannstrom', 'cs': 'Brännström', 'fi': 'Brännström', 'sk': 'Brännström'}",26.0,D,L,70,185,178,84,1999-09-02,"{'default': 'Eksjo', 'fi': 'Eksjö', 'sv': 'Eksjö'}",SWE,
2,8478469,https://assets.nhle.com/mugs/nhl/20232024/OTT/8478469.png,{'default': 'Thomas'},{'default': 'Chabot'},72.0,D,L,74,203,188,92,1997-01-30,{'default': 'Sainte-Marie'},CAN,"{'default': 'Quebec', 'fr': 'Québec'}"
3,8479345,https://assets.nhle.com/mugs/nhl/20232024/OTT/8479345.png,{'default': 'Jakob'},{'default': 'Chychrun'},6.0,D,L,74,205,188,93,1998-03-31,{'default': 'Boca Raton'},USA,"{'default': 'Florida', 'fr': 'Floride'}"
4,8474612,https://assets.nhle.com/mugs/nhl/20232024/OTT/8474612.png,{'default': 'Travis'},{'default': 'Hamonic'},23.0,D,R,73,200,185,91,1990-08-16,"{'default': 'St. Malo', 'fr': 'St-Malo'}",CAN,{'default': 'Manitoba'}
5,8482105,https://assets.nhle.com/mugs/nhl/20232024/OTT/8482105.png,{'default': 'Jake'},{'default': 'Sanderson'},85.0,D,L,74,203,188,92,2002-07-08,{'default': 'Whitefish'},USA,{'default': 'Montana'}
6,8482245,https://assets.nhle.com/mugs/nhl/20232024/OTT/8482245.png,{'default': 'Artem'},{'default': 'Zub'},2.0,D,R,75,204,191,93,1995-10-03,"{'default': 'Khabarovsk', 'cs': 'Chabarovsk', 'fi': 'Habarovsk', 'sk': 'Chabarovsk'}",RUS,
0,8475825,https://assets.nhle.com/mugs/nhl/20232024/DAL/8475825.png,{'default': 'Jani'},"{'default': 'Hakanpää', 'de': 'Hakanpaa', 'es': 'Hakanpaa', 'fi': 'Hakanpaa', 'sv': 'Hakanpaa'}",2.0,D,R,79,222,201,101,1992-03-31,"{'default': 'Kirkkonummi', 'sv': 'Kyrkslätt'}",FIN,
1,8477810,https://assets.nhle.com/mugs/nhl/20232024/DAL/8477810.png,{'default': 'Joel'},{'default': 'Hanley'},44.0,D,L,71,186,180,84,1991-06-08,{'default': 'Keswick'},CAN,{'default': 'Ontario'}
2,8481581,https://assets.nhle.com/mugs/nhl/20232024/DAL/8481581.png,{'default': 'Thomas'},{'default': 'Harley'},55.0,D,L,76,206,193,93,2001-08-19,{'default': 'Syracuse'},USA,{'default': 'New York'}
3,8480036,https://assets.nhle.com/mugs/nhl/20232024/DAL/8480036.png,{'default': 'Miro'},{'default': 'Heiskanen'},4.0,D,L,74,197,188,89,1999-07-18,"{'default': 'Espoo', 'sv': 'Esbo'}",FIN,
4,8476902,https://assets.nhle.com/mugs/nhl/20232024/DAL/8476902.png,{'default': 'Esa'},{'default': 'Lindell'},23.0,D,L,75,216,191,98,1994-05-23,"{'default': 'Vantaa', 'sv': 'Vanda'}",FIN,
5,8480878,https://assets.nhle.com/mugs/nhl/20232024/DAL/8480878.png,{'default': 'Nils'},{'default': 'Lundkvist'},5.0,D,R,73,190,185,86,2000-07-27,"{'default': 'Pitea', 'fi': 'Piteå', 'sv': 'Piteå'}",SWE,
6,8470600,https://assets.nhle.com/mugs/nhl/20232024/DAL/8470600.png,{'default': 'Ryan'},{'default': 'Suter'},20.0,D,L,73,201,185,91,1985-01-21,{'default': 'Madison'},USA,{'default': 'Wisconsin'}
